timestamp,symbol,price
2026-01-01T00:00:00+00:00,SIM,100.000000
2026-01-01T00:00:01+00:00,SIM,100.187311
2026-01-01T00:00:02+00:00,SIM,100.241648
2026-01-01T00:00:03+00:00,SIM,100.172622
2026-01-01T00:00:04+00:00,SIM,100.254754
2026-01-01T00:00:05+00:00,SIM,100.513408
2026-01-01T00:00:06+00:00,SIM,100.165354
2026-01-01T00:00:07+00:00,SIM,100.336101
2026-01-01T00:00:08+00:00,SIM,100.158275
2026-01-01T00:00:09+00:00,SIM,99.864255
2026-01-01T00:00:10+00:00,SIM,99.994700
2026-01-01T00:00:11+00:00,SIM,99.953130
2026-01-01T00:00:12+00:00,SIM,100.117968
2026-01-01T00:00:13+00:00,SIM,100.087851
2026-01-01T00:00:14+00:00,SIM,100.446422
2026-01-01T00:00:15+00:00,SIM,100.355449
2026-01-01T00:00:16+00:00,SIM,100.339321
2026-01-01T00:00:17+00:00,SIM,100.559927
2026-01-01T00:00:18+00:00,SIM,100.296422
2026-01-01T00:00:19+00:00,SIM,100.206975
2026-01-01T00:00:20+00:00,SIM,100.110990
2026-01-01T00:00:21+00:00,SIM,100.271972
2026-01-01T00:00:22+00:00,SIM,100.188215
2026-01-01T00:00:23+00:00,SIM,100.237249
2026-01-01T00:00:24+00:00,SIM,100.162863
2026-01-01T00:00:25+00:00,SIM,100.037614
2026-01-01T00:00:26+00:00,SIM,100.109080
2026-01-01T00:00:27+00:00,SIM,100.409207
2026-01-01T00:00:28+00:00,SIM,100.265521
2026-01-01T00:00:29+00:00,SIM,100.216876
2026-01-01T00:00:30+00:00,SIM,99.940760
2026-01-01T00:00:31+00:00,SIM,99.922758
2026-01-01T00:00:32+00:00,SIM,99.836840
2026-01-01T00:00:33+00:00,SIM,99.856360
2026-01-01T00:00:34+00:00,SIM,100.193274
2026-01-01T00:00:35+00:00,SIM,100.159978
2026-01-01T00:00:36+00:00,SIM,100.490837
2026-01-01T00:00:37+00:00,SIM,100.450721
2026-01-01T00:00:38+00:00,SIM,100.305515
2026-01-01T00:00:39+00:00,SIM,100.224290
2026-01-01T00:00:40+00:00,SIM,100.231698
2026-01-01T00:00:41+00:00,SIM,100.215010
2026-01-01T00:00:42+00:00,SIM,100.381488
2026-01-01T00:00:43+00:00,SIM,100.433898
2026-01-01T00:00:44+00:00,SIM,100.420379
2026-01-01T00:00:45+00:00,SIM,100.839812
2026-01-01T00:00:46+00:00,SIM,100.547564
2026-01-01T00:00:47+00:00,SIM,100.427517
2026-01-01T00:00:48+00:00,SIM,100.082458
2026-01-01T00:00:49+00:00,SIM,100.065620
2026-01-01T00:00:50+00:00,SIM,100.097188
2026-01-01T00:00:51+00:00,SIM,99.988336
2026-01-01T00:00:52+00:00,SIM,99.818461
2026-01-01T00:00:53+00:00,SIM,99.613249
2026-01-01T00:00:54+00:00,SIM,99.229566
2026-01-01T00:00:55+00:00,SIM,99.470992
2026-01-01T00:00:56+00:00,SIM,99.462839
2026-01-01T00:00:57+00:00,SIM,99.565317
2026-01-01T00:00:58+00:00,SIM,99.624564
2026-01-01T00:00:59+00:00,SIM,99.425235
2026-01-01T00:01:00+00:00,SIM,99.539926
2026-01-01T00:01:01+00:00,SIM,99.397632
2026-01-01T00:01:02+00:00,SIM,99.259213
2026-01-01T00:01:03+00:00,SIM,98.912495
2026-01-01T00:01:04+00:00,SIM,99.419533
2026-01-01T00:01:05+00:00,SIM,99.469957
2026-01-01T00:01:06+00:00,SIM,99.757484
2026-01-01T00:01:07+00:00,SIM,99.854388
2026-01-01T00:01:08+00:00,SIM,99.413213
2026-01-01T00:01:09+00:00,SIM,99.444481
2026-01-01T00:01:10+00:00,SIM,99.546060
2026-01-01T00:01:11+00:00,SIM,99.314465
2026-01-01T00:01:12+00:00,SIM,99.541679
2026-01-01T00:01:13+00:00,SIM,99.604537
2026-01-01T00:01:14+00:00,SIM,99.577085
2026-01-01T00:01:15+00:00,SIM,99.442145
2026-01-01T00:01:16+00:00,SIM,99.431040
2026-01-01T00:01:17+00:00,SIM,99.176153
2026-01-01T00:01:18+00:00,SIM,99.241726
2026-01-01T00:01:19+00:00,SIM,98.991871
2026-01-01T00:01:20+00:00,SIM,99.056151
2026-01-01T00:01:21+00:00,SIM,98.744080
2026-01-01T00:01:22+00:00,SIM,99.029132
2026-01-01T00:01:23+00:00,SIM,99.128908
2026-01-01T00:01:24+00:00,SIM,98.964249
2026-01-01T00:01:25+00:00,SIM,99.201334
2026-01-01T00:01:26+00:00,SIM,99.135964
2026-01-01T00:01:27+00:00,SIM,99.189303
2026-01-01T00:01:28+00:00,SIM,99.237636
2026-01-01T00:01:29+00:00,SIM,98.845964
